facility_id,facility_name,full_address,location,point,latitude,longitude,altitude
100223,FORT WALTON BEACH MEDICAL CENTER,"1000 MAR-WALT DR FORT WALTON BEACH,FL 32547","Fort Walton Beach Medical Center Heliport, Mar Walt Drive, 32547, Mar Walt Drive, FL, United States","(30.45520555, -86.632611049796, 0.0)",30.45520555,-86.632611049796,0.0
100224,UNIVERSITY HOSPITAL AND MEDICAL CENTER,"7201 N UNIVERSITY DR TAMARAC,FL 33321","Medical Center Heating and Cooling Plant, Hospital Drive, 40536, Hospital Drive, Lexington, Kentucky, United States","(38.03017905, -84.50759733933029, 0.0)",38.03017905,-84.50759733933029,0.0
100226,ORANGE PARK MEDICAL CENTER,"2001 KINGSLEY AVE ORANGE PARK,FL 32073","Orange Park Medical Center, Kingsley Avenue, 32073, Kingsley Avenue, Orange Park, FL, United States","(30.16606995, -81.73785070817195, 0.0)",30.16606995,-81.73785070817195,0.0
100228,WESTSIDE REGIONAL MEDICAL CENTER,"8201 W BROWARD BLVD PLANTATION,FL 33324","Landstuhl Regional Medical Center, Gorgas Avenue, 66849, Gorgas Avenue, Landstuhl, Rheinland-Pfalz, Deutschland","(49.4042184, 7.5602942, 0.0)",49.4042184,7.5602942,0.0
100230,MEMORIAL HOSPITAL PEMBROKE,"7800 SHERIDAN ST PEMBROKE PINES,FL 33024","Memorial Hospital West Helistop, Public Emergency Room Dropoff, 33026-4102, Public Emergency Room Dropoff, Pembroke Pines, Florida, United States","(26.0131061, -80.31116669835166, 0.0)",26.0131061,-80.31116669835166,0.0
100231,WEST FLORIDA HOSPITAL,"8383 N DAVIS HWY PENSACOLA,FL 32514","Red Roof Inn Pensacola - West Florida Hospital, Plantation Road, 32514, Plantation Road, Florida, United States","(30.50248655, -87.22294894324976, 0.0)",30.50248655,-87.22294894324976,0.0
100232,PUTNAM COMMUNITY MEDICAL CENTER,"611 ZEAGLER DR PALATKA,FL 32177","NYU Langone Medical Center, East River Esplanade, 10017-6927, East River Esplanade, New York, New York, United States","(40.74230265, -73.9735653999092, 0.0)",40.74230265,-73.9735653999092,0.0
100236,FAWCETT MEMORIAL HOSPITAL,"21298 OLEAN BLVD PORT CHARLOTTE,FL 33952","Henry Fawcett Memorial, Victoria Embankment, WC2N 6PA, Victoria Embankment, England, United Kingdom","(51.5090792, -0.1204319, 0.0)",51.5090792,-0.1204319,0.0
100238,NORTHSIDE HOSPITAL,"6000 49TH ST N SAINT PETERSBURG,FL 33709","Northside Hospital Wellness Track, Georgia, United States","(34.0510335, -84.50328416805188, 0.0)",34.0510335,-84.50328416805188,0.0
100242,GULF COAST REGIONAL MEDICAL CENTER,"449 W 23RD ST PANAMA CITY,FL 32405","Gulf Coast Medical Center, Jasmine Estates, Florida, United States","(28.2918669, -82.70967880407579, 0.0)",28.2918669,-82.70967880407579,0.0
100243,BRANDON REGIONAL HOSPITAL,"119 OAKFIELD DR BRANDON,FL 33511","Brandon Regional Hospital, Oakfield Drive, 33511, Oakfield Drive, Brandon, Florida, United States","(27.934071, -82.286533, 0.0)",27.934071,-82.286533,0.0
100244,CAPE CORAL HOSPITAL,"636 DEL PRADO BLVD CAPE CORAL,FL 33990","Cape Coral Hospital Heliport, Del Prado Boulevard South, 33990, Del Prado Boulevard South, Cape Coral, FL, United States","(26.6386493, -81.9413666, 0.0)",26.6386493,-81.9413666,0.0
100246,LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE,"1700 S 23RD ST FORT PIERCE,FL 34950",,,,,
100248,LARGO MEDICAL CENTER,"201 14TH ST SW LARGO,FL 33770","Anona Medical Center, Indian Rocks Road, 33774, Indian Rocks Road, Largo, Florida, United States","(27.8848189, -82.8328867006698, 0.0)",27.8848189,-82.8328867006698,0.0
100249,BAYFRONT HEALTH SEVEN RIVERS,"6201 N SUNCOAST BLVD CRYSTAL RIVER,FL 34428",,,,,
100252,RAULERSON HOSPITAL,"1796 HWY 441 NORTH OKEECHOBEE,FL 34972","HCA-Raulerson Hospital Heliport, US 441 N, 34972:34974, US 441 N, Okeechobee, FL, United States","(27.259114150000002, -80.82911405, 0.0)",27.259114150000002,-80.82911405,0.0
100253,JUPITER MEDICAL CENTER,"1210 S OLD DIXIE HWY JUPITER,FL 33458","Jupiter Medical Center Heliport, Jupiter Hospital, 33477, Jupiter Hospital, Florida, United States","(26.92267825, -80.09750495086939, 0.0)",26.92267825,-80.09750495086939,0.0
100254,CAPITAL REGIONAL MEDICAL CENTER,"2626 CAPITAL MEDICAL BLVD TALLAHASSEE,FL 32308","Landstuhl Regional Medical Center, Gorgas Avenue, 66849, Gorgas Avenue, Landstuhl, Rheinland-Pfalz, Deutschland","(49.4042184, 7.5602942, 0.0)",49.4042184,7.5602942,0.0
100256,REGIONAL MEDICAL CENTER BAYONET POINT,"14000 FIVAY RD HUDSON,FL 34667","Regional Medical Center Bayonet Point Heliport, Medical Drive, 34667, Medical Drive, Hudson, Florida, United States","(28.36244025, -82.68802144282486, 0.0)",28.36244025,-82.68802144282486,0.0
100258,DELRAY MEDICAL CENTER,"5352 LINTON BLVD DELRAY BEACH,FL 33484","Delray Medical Center Emergency Helistop, Delray Community Hospital, 33445-6503, Delray Community Hospital, Delray Beach, Florida, United States","(26.438015749999998, -80.12779527511984, 0.0)",26.438015749999998,-80.12779527511984,0.0
100259,SOUTH BAY HOSPITAL,"4016 SUN CITY CENTER BLVD SUN CITY CENTER,FL 33573","瑪麗醫院 Queen Mary Hospital, 薄扶林道 Pok Fu Lam Road, 薄扶林道 Pok Fu Lam Road, 香港島 Hong Kong Island, 香港 Hong Kong, 中国","(22.269875050000003, 114.13121347611174, 0.0)",22.269875050000003,114.13121347611174,0.0
100260,ST LUCIE MEDICAL CENTER,"1800 SE TIFFANY AVE PORT SAINT LUCIE,FL 34952","Saint Lucie Medical Center Heliport, Rupert Drive, 34952, Rupert Drive, Port Saint Lucie, Florida, United States","(27.2884521, -80.29285510658158, 0.0)",27.2884521,-80.29285510658158,0.0
100264,OAK HILL HOSPITAL,"11375 CORTEZ BLVD BROOKSVILLE,FL 34613","Oak Street, 64108, Kansas City, Missouri, United States","(39.0903725, -94.5790088, 0.0)",39.0903725,-94.5790088,0.0
100265,MORTON PLANT MEASE HEALTHCARE COUNTRYSIDE,"3231 MCMULLEN BOOTH RD SAFETY HARBOR,FL 34695",,,,,
100266,GULF BREEZE HOSPITAL,"1110 GULF BREEZE PKWY GULF BREEZE,FL 32561","Gulf Breeze, Florida, United States","(30.3612885, -87.1683428131116, 0.0)",30.3612885,-87.1683428131116,0.0
100267,ENGLEWOOD COMMUNITY HOSPITAL,"700 MEDICAL BLVD ENGLEWOOD,FL 34223","Englewood Community Garden, Florida, United States","(26.990357, -82.36972743587206, 0.0)",26.990357,-82.36972743587206,0.0
100268,WEST BOCA MEDICAL CENTER,"21644 STATE RD 7 BOCA RATON,FL 33428","West Boca Medical Center Heliport, North Central Park Boulevard, 33434-3920, North Central Park Boulevard, FL, United States","(26.356332899999998, -80.20024706546312, 0.0)",26.356332899999998,-80.20024706546312,0.0
100269,PALMS WEST HOSPITAL,"13001 SOUTHERN BLVD LOXAHATCHEE,FL 33470","Palms West Hospital Helistop, Palms West Parkway, 33411:33415, Palms West Parkway, Loxahatchee Groves, Florida, United States","(26.68466135, -80.2515515, 0.0)",26.68466135,-80.2515515,0.0
100275,WELLINGTON REGIONAL MEDICAL CENTER,"10101 FOREST HILL BLVD WELLINGTON,FL 33414","Hunt Regional Medical Center Helipad, Wellington Street, 75401, Wellington Street, Greenville, TX, United States","(33.12229745, -96.12511689167468, 0.0)",33.12229745,-96.12511689167468,0.0
100276,BROWARD HEALTH CORAL SPRINGS,"3000 CORAL HILLS DR CORAL SPRINGS,FL 33065","Nurse on Call Home Health Center, Riverside Drive, 33065, Riverside Drive, Coral Springs, Florida, United States","(26.2338668, -80.25500435000001, 0.0)",26.2338668,-80.25500435000001,0.0
100277,DOUGLAS GARDENS HOSPITAL,"5200 NE 2ND AVE MIAMI,FL 33137","Douglas Gardens Park, OR, United States","(44.099848, -122.9136928, 0.0)",44.099848,-122.9136928,0.0
100281,MEMORIAL HOSPITAL WEST,"703 N FLAMINGO RD PEMBROKE PINES,FL 33028","Western State Hospital Memorial Cemetery, United States","(47.173352, -122.55774328730163, 0.0)",47.173352,-122.55774328730163,0.0
100284,KERALTY HOSPITAL,"2500 SW 75TH AVE MIAMI,FL 33155","Bilal Graphics lab, Near Civil hospital, Faiz Muhammad road, 87300, Faiz Muhammad road, Quetta, بلوچستان, پاکستان","(30.1925679, 67.0093881, 0.0)",30.1925679,67.0093881,0.0
100285,MEMORIAL HOSPITAL MIRAMAR,"1901 SW 172ND AVE MIRAMAR,FL 33029","Babu memorial hospital, Babu memorial hospital, athikayam, 689711, athikayam, ranni, Kerala, India","(9.3882289, 76.8451317, 0.0)",9.3882289,76.8451317,0.0
100286,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,"6101 PINE RIDGE ROAD NAPLES,FL 34119",,,,,
100287,GOOD SAMARITAN MEDICAL CENTER,"1309 N FLAGLER DR WEST PALM BEACH,FL 33401","Good Samaritan Medical Center, North Pearl Street, 02301, North Pearl Street, Brockton, MA, United States","(42.097939, -71.062515, 0.0)",42.097939,-71.062515,0.0
100288,ST MARY'S MEDICAL CENTER,"901 45TH ST WEST PALM BEACH,FL 33407","Fuller Medical Center, Rossville, Maryland, United States","(39.350073300000005, -76.48628381450351, 0.0)",39.350073300000005,-76.48628381450351,0.0
100289,CLEVELAND CLINIC HOSPITAL,"3100 WESTON RD WESTON,FL 33331","Cleveland Clinic Mercy Hospital, 13th Street Northwest, 44705, 13th Street Northwest, Canton, Ohio, United States","(40.8124168, -81.39540533650856, 0.0)",40.8124168,-81.39540533650856,0.0
100290,"VILLAGES REGIONAL HOSPITAL, THE","1451 EL CAMINO REAL THE VILLAGES,FL 32159","(Abandoned) Clark AB Hospital/Regional Medical Center, Manuel A. Roxas Highway, 2023, Manuel A. Roxas Highway, Clark Freeport, Pampanga, Pilipinas / Philippines","(15.1952491, 120.52536188193068, 0.0)",15.1952491,120.52536188193068,0.0
100291,MELBOURNE REGIONAL MEDICAL CENTER,"250 NORTH WICKHAM ROAD MELBOURNE,FL 32935","Landstuhl Regional Medical Center, Gorgas Avenue, 66849, Gorgas Avenue, Landstuhl, Rheinland-Pfalz, Deutschland","(49.4042184, 7.5602942, 0.0)",49.4042184,7.5602942,0.0
100292,SACRED HEART HOSPITAL ON THE EMERALD COAST,"7800 US HWY 98 W MIRAMAR BEACH,FL 32550","Sacred Heart Hospital on the Emerald Coast, Grand Boulevard, 32550, Grand Boulevard, Florida, United States","(30.3786596, -86.30694070240828, 0.0)",30.3786596,-86.30694070240828,0.0
100296,DOCTORS HOSPITAL,"5000 UNIVERSITY DR CORAL GABLES,FL 33146","Generic Drug Store, Hospital campus, hospital road, 571401, hospital road, Mandya, Karnataka, India","(12.5252687, 76.8991883, 0.0)",12.5252687,76.8991883,0.0
100298,FLORIDA STATE HOSPITAL UNIT 31 MED,"100 N MAIN ST CHATTAHOOCHEE,FL 32324","31, Tomoka Meadows Boulevard, 32174, Tomoka Meadows Boulevard, Ormond Beach, Florida, United States","(29.291716, -81.0843144, 0.0)",29.291716,-81.0843144,0.0
100299,LAKEWOOD RANCH MEDICAL CENTER,"8330 LAKEWOOD RANCH BLVD BRADENTON,FL 34202","Lakewood Ranch Medical Center Helistop, Enterprise Circle, 34201, Enterprise Circle, Florida, United States","(27.39004195, -82.43544315, 0.0)",27.39004195,-82.43544315,0.0
100302,ST CLOUD REGIONAL MEDICAL CENTER,"2906 17TH STREET SAINT CLOUD,FL 34769","Abilene Regional Medical Center Park, United States","(32.3735604, -99.74307983178844, 0.0)",32.3735604,-99.74307983178844,0.0
100307,ASCENSION ST VINCENT'S SOUTHSIDE,"4201 BELFORT RD JACKSONVILLE,FL 32216","Ascension Street, 70726, Port Vincent, Louisiana, United States","(30.3335613, -90.8482361, 0.0)",30.3335613,-90.8482361,0.0
100313,ASCENSION SACRED HEART GULF,"3801 E HWY 98 PORT SAINT JOE,FL 32456","Ascension Sacred Heart, Parkside Street, 32534, Parkside Street, Ensley, Florida, United States","(30.53552645, -87.31063749720305, 0.0)",30.53552645,-87.31063749720305,0.0
100314,WEST KENDALL BAPTIST HOSPITAL,"9555 SW 162 AVE MIAMI,FL 33196","West Kendall Baptist Fountain, Southwest 162nd Avenue, 33156, Southwest 162nd Avenue, FL, United States","(25.6785767, -80.4554579, 0.0)",25.6785767,-80.4554579,0.0
100315,VIERA HOSPITAL,"8745 N WICKHAM RD MELBOURNE,FL 32940","Hospital de Campo Viera, Avenida del Té, 3362, Avenida del Té, Campo Viera, Misiones, Argentina","(-27.3329225, -55.0516271, 0.0)",-27.3329225,-55.0516271,0.0
100316,PALM BAY HOSPITAL,"1425 MALABAR RD, NE PALM BAY,FL 32907","Ark and Bark Animal Hospital, Georgia Street Northeast, 32907, Georgia Street Northeast, Palm Bay, Florida, United States","(27.9992674, -80.6266343, 0.0)",27.9992674,-80.6266343,0.0
100319,ADVENTHEALTH WESLEY CHAPEL,"2600 BRUCE B DOWNS BLVD WESLEY CHAPEL,FL 33544","AdventHealth CentraCare Wesley Chapel, Bruce B Downs Boulevard, 33645, Bruce B Downs Boulevard, Wesley Chapel, Florida, United States","(28.172639, -82.35431368885378, 0.0)",28.172639,-82.35431368885378,0.0
100320,POINCIANA MEDICAL CENTER,"325 CYPRESS PKWY KISSIMMEE,FL 34758","Centers for Medicare & Medicaid Services, Woodlawn, Maryland, United States","(39.31812535, -76.76424986214745, 0.0)",39.31812535,-76.76424986214745,0.0
100321,ASCENSION ST VINCENT'S CLAY COUNTY,"1670 ST VINCENTS WAY MIDDLEBURG,FL 32068","Ascension Saint Vincent's Middleburg, Saint Vincent's Way, 32068, Saint Vincent's Way, FL, United States","(30.1088609, -81.83280814116122, 0.0)",30.1088609,-81.83280814116122,0.0
100329,OVIEDO MEDICAL CENTER,"8300 RED BUG LAKE RD OVIEDO,FL 32765","Oviedo Medical Center Heliport, Oviedo Medical Drive, 32765-9348, Oviedo Medical Drive, Oviedo, Florida, United States","(28.658055599999997, -81.2284360850121, 0.0)",28.658055599999997,-81.2284360850121,0.0
100330,HALIFAX HEALTH /UF HEALTH MEDICAL CENTER OF DELTON,"3300 HALIFAX CROSSINGS BLVD DELTONA,FL 32725",,,,,
100350,UCF LAKE NONA MEDICAL CENTER,"6850 LAKE NONA BLVD ORLANDO,FL 32827","UCF Lake Nona Medical Center, Laureate Boulevard, 32827-7401, Laureate Boulevard, Orlando, Florida, United States","(28.3672729, -81.28569276695097, 0.0)",28.3672729,-81.28569276695097,0.0
101300,ADVENTHEALTH WAUCHULA,"735 S 5TH AVE WAUCHULA,FL 33873","Wauchula, 33873, Florida, United States","(27.5472589, -81.8114715, 0.0)",27.5472589,-81.8114715,0.0
101303,LAKE BUTLER HOSPITAL,"850 E MAIN ST LAKE BUTLER,FL 32054","Lake Butler, Florida, United States","(30.0227391, -82.3395574, 0.0)",30.0227391,-82.3395574,0.0
101304,CALHOUN-LIBERTY HOSPITAL,"20370 NE BURNS AVE BLOUNTSTOWN,FL 32424","New Liberty, Mississippi, United States","(33.8915012, -89.2361813, 0.0)",33.8915012,-89.2361813,0.0
101305,GEORGE E WEEMS MEMORIAL HOSPITAL,"135 AVE G APALACHICOLA,FL 32320","Hialeah Hospital George H Wessel Memorial Library, East 25th Street, 33013, East 25th Street, Hialeah, FL, United States","(25.845438, -80.269029, 0.0)",25.845438,-80.269029,0.0
101307,DOCTORS MEMORIAL HOSPITAL,"2600 HOSPITAL DR BONIFAY,FL 32425","Doctors Memorial Hospital Heliport, South Weeks Street, 32425, South Weeks Street, Bonifay, FL, United States","(30.7848024, -85.6760032, 0.0)",30.7848024,-85.6760032,0.0
101308,NORTHWEST FLORIDA COMMUNITY HOSPITAL,"1360 BRICKYARD RD CHIPLEY,FL 32428","Northwest Florida Community Hospital Heliport, Usery Road, 32428, Usery Road, Chipley, Florida, United States","(30.765946149999998, -85.54376572788388, 0.0)",30.765946149999998,-85.54376572788388,0.0
101309,HENDRY REGIONAL MEDICAL CENTER,"524 W SAGAMORE AVE CLEWISTON,FL 33440","Landstuhl Regional Medical Center, Gorgas Avenue, 66849, Gorgas Avenue, Landstuhl, Rheinland-Pfalz, Deutschland","(49.4042184, 7.5602942, 0.0)",49.4042184,7.5602942,0.0
101311,MADISON COUNTY MEMORIAL HOSPITAL,"224 NW CRANE AVE MADISON,FL 32340","Huntsville Memorial Hospital, 77864, Madisonville, Texas, United States","(30.966733249999997, -95.88137127754831, 0.0)",30.966733249999997,-95.88137127754831,0.0
101312,FISHERMEN'S COMMUNITY HOSPITAL,"3301 OVERSEAS HWY MARATHON,FL 33050","Fort Saskatchewan Community Hospital, Fort Saskatchewan, Alberta, Canada","(53.692168949999996, -113.2110389867402, 0.0)",53.692168949999996,-113.2110389867402,0.0
101313,MARINERS HOSPITAL,"91500 OVERSEAS HIGHWAY TAVERNIER,FL 33070","Mariners Hospital Medical Emergency Heliport, High Point Road, 33070, High Point Road, Islamorada, FL, United States","(24.9802162, -80.5516445, 0.0)",24.9802162,-80.5516445,0.0
103300,JOHNS HOPKINS ALL CHILDREN'S HOSPITAL,"501 SIXTH AVENUE SOUTH SAINT PETERSBURG,FL 33701","Johns Hopkins All Children's Hospital Outpatient Care, Rowan Road, 34655, Rowan Road, Florida, United States","(28.22399635, -82.69181059845394, 0.0)",28.22399635,-82.69181059845394,0.0
103301,NICKLAUS CHILDREN'S HOSPITAL,"3100 SW 62ND AVE MIAMI,FL 33155","Sheffield Children's Hospital, Western Bank, S10 2TH, Western Bank, Sheffield, England, United Kingdom","(53.38052655, -1.4907278478066508, 0.0)",53.38052655,-1.4907278478066508,0.0
103304,NEMOURS CHILDREN'S HOSPITAL,"6535 NEMOURS PKWY ORLANDO,FL 32827","Sheffield Children's Hospital, Western Bank, S10 2TH, Western Bank, Sheffield, England, United Kingdom","(53.38052655, -1.4907278478066508, 0.0)",53.38052655,-1.4907278478066508,0.0
104001,SOUTH FLORIDA STATE HOSPITAL,"800 E CYPRESS DR PEMBROKE PINES,FL 33025","Southeast Hospital Avenue, 34994, Stuart, Florida, United States","(27.1980066, -80.2430094, 0.0)",27.1980066,-80.2430094,0.0
104016,RIVER POINT BEHAVIORAL HEALTH,"6300 BEACH BLVD JACKSONVILLE,FL 32216","River Point Behavioral Health, Beach Boulevard, 32216, Beach Boulevard, FL, United States","(30.2907485, -81.59693058588321, 0.0)",30.2907485,-81.59693058588321,0.0
104017,WINDMOOR HEALTHCARE OF CLEARWATER,"11300 US 19 N CLEARWATER,FL 33764",,,,,
104018,LIFESTREAM BEHAVIORAL CENTER,"2020 TALLY RD LEESBURG,FL 34748","Lifestream Worship Center, 4232, Tanauan, Batangas, Pilipinas / Philippines","(14.0815661, 121.12086319294181, 0.0)",14.0815661,121.12086319294181,0.0
104024,"CIRCLES OF CARE, INC","400 E SHERIDAN RD MELBOURNE,FL 32901","Kid Care School, Kid Care School, Near Saharsa College of Engineering, 852221, Near Saharsa College of Engineering, Aadarsh Nagar, Saharsa, Bihar, Bihar, India","(25.87069065, 86.5992447369096, 0.0)",25.87069065,86.5992447369096,0.0
104026,FORT LAUDERDALE BEHAVIORAL HEALTH CENTER,"5757 N DIXIE HWY OAKLAND PARK,FL 33334","Fort Lauderdale Behavioral Health Center, Northeast 58th Street, 33334, Northeast 58th Street, Wilton Manors, Florida, United States","(26.1975111, -80.13320796073458, 0.0)",26.1975111,-80.13320796073458,0.0
104027,WEST FLORIDA COMMUNITY CARE CENTER,"5500 STEWART ST MILTON,FL 32570","Community Care Center, West 1st Avenue, 61462, West 1st Avenue, Monmouth, Illinois, United States","(40.911606, -90.658985, 0.0)",40.911606,-90.658985,0.0
104040,CENTERSTONE OF FLORIDA,"2020 26TH AVE E BRADENTON,FL 34208","University of Florida, Southwest 20th Drive, 32611, Southwest 20th Drive, Gainesville, FL, United States","(29.6328784, -82.34901330482433, 0.0)",29.6328784,-82.34901330482433,0.0
104049,SOUTHERN WINDS,"4225 W 20TH AVE HIALEAH,FL 33012","Southern Winds Drive, Arlington, Tennessee, United States","(35.274485, -89.6501208, 0.0)",35.274485,-89.6501208,0.0
104057,SPRINGBROOK HOSPITAL,"7007 GROVE RD BROOKSVILLE,FL 34609","Springbrook, Iowa, United States","(42.1639953, -90.4770365, 0.0)",42.1639953,-90.4770365,0.0
104059,EASTSIDE PSYCHIATRIC HOSPITAL,"2634B CAPITAL CIRCLE NE, 2ND FLR TALLAHASSEE,FL 32308","Former London Psychiatric Hospital, Canada","(43.003947, -81.2031867153551, 0.0)",43.003947,-81.2031867153551,0.0
104063,"WILLOUGH AT NAPLES, THE","9001 TAMIAMI TRAIL EAST NAPLES,FL 34113","The Willough at Naples, Lely Golf Estates, Florida, United States","(26.09552625, -81.7364381030672, 0.0)",26.09552625,-81.7364381030672,0.0
104067,ASPIRE HEALTH PARTNERS,"1800 MERCY DR ORLANDO,FL 32808","Health Partners Circle, 45154, Mount Orab, Ohio, United States","(39.044879, -83.9423342, 0.0)",39.044879,-83.9423342,0.0
104069,WEKIVA SPRINGS,"3947 SALISBURY RD JACKSONVILLE,FL 32216","Wekiva Springs, 32779, Florida, United States","(28.6986077, -81.4256255, 0.0)",28.6986077,-81.4256255,0.0
104070,PORT ST LUCIE HOSPITAL,"2550 SE WALTON RD PORT SAINT LUCIE,FL 34952","Port Saint Lucie, 34983:34984, Port Saint Lucie, Florida, United States","(27.2939333, -80.3503283, 0.0)",27.2939333,-80.3503283,0.0
104071,THE VINES HOSPITAL,"3130 SW 27TH AVE OCALA,FL 34474","The Vines Hospital, Southwest 27th Avenue, 34474, Southwest 27th Avenue, Ocala, Florida, United States","(29.15579715, -82.17080965, 0.0)",29.15579715,-82.17080965,0.0
104072,CENTRAL FLORIDA BEHAVIORAL HOSPITAL,"6601 CENTRAL FLORIDA PARKWAY ORLANDO,FL 32821","Hospital Florida, Carretera Central, 72810, Carretera Central, Florida, Camagüey, Cuba","(21.5213642, -78.2179703, 0.0)",21.5213642,-78.2179703,0.0
104073,EMERALD COAST BEHAVIORAL HOSPITAL,"1940 HARRISON AVE PANAMA CITY,FL 32405","Sacred Heart Hospital on the Emerald Coast, Grand Boulevard, 32550, Grand Boulevard, Florida, United States","(30.3786596, -86.30694070240828, 0.0)",30.3786596,-86.30694070240828,0.0
104074,PARK ROYAL HOSPITAL,"9241 PARK ROYAL DR FORT MYERS,FL 33908","Royal Free Hospital, Pond Street, NW3 2QG, Pond Street, London, England, United Kingdom","(51.55311605, -0.1652263486828151, 0.0)",51.55311605,-0.1652263486828151,0.0
104075,NORTH TAMPA BEHAVIORAL HEALTH,"29910 SR 56 WESLEY CHAPEL,FL 33543","Sound Behavioral Healthcare, I Street Northeast, 98071, I Street Northeast, Auburn, Washington, United States","(47.3453042, -122.2208198567526, 0.0)",47.3453042,-122.2208198567526,0.0
104076,UNIVERSITY BEHAVIORAL CENTER,"2500 DISCOVERY DRIVE ORLANDO,FL 32826","Loma Linda University Behavioral Medicine Center, Barton Road, 92318, Barton Road, Redlands, CA, United States","(34.049025549999996, -117.21195985431906, 0.0)",34.049025549999996,-117.21195985431906,0.0
104078,SUNCOAST BEHAVIORAL HEALTH CENTER,"4480 51ST ST W BRADENTON,FL 34210","Hopewell Health Centers Behavioral Health, 43138, Logan, Ohio, United States","(39.546734, -82.429068, 0.0)",39.546734,-82.429068,0.0
104079,LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SRVS,"1201 N 37TH AVE HOLLYWOOD,FL 33021",,,,,
104080,CORAL SHORES BEHAVIORAL HEALTH,"5995 SE COMMUNITY DRIVE STUART,FL 34997","Palm Shores Behavioral Health Center, 37th Avenue East, 34208, 37th Avenue East, Florida, United States","(27.4658564, -82.5498753223493, 0.0)",27.4658564,-82.5498753223493,0.0
104081,BLACKBERRY CENTER - OGLETHORPE OF ORLANDO,"91 BEEHIVE CIR SAINT CLOUD,FL 34769",,,,,
104082,PALM POINT BEHAVIORAL HEALTH,"2355 TRUMAN SCARBOROUGH WAY TITUSVILLE,FL 32796","Liberty Point Behavioral Healthcare, Montgomery Avenue, 24401, Montgomery Avenue, Virginia, United States","(38.1409817, -79.09455371539298, 0.0)",38.1409817,-79.09455371539298,0.0
110001,HAMILTON MEDICAL CENTER,"1200 MEMORIAL DRIVE DALTON,GA 30720","The Hamilton Medical Center, Victoria Street, HM11, Victoria Street, Hamilton, Bermuda","(32.295013850000004, -64.78596849462505, 0.0)",32.295013850000004,-64.78596849462505,0.0
110002,UPSON REGIONAL MEDICAL CENTER,"801 W GORDON STREET THOMASTON,GA 30286","Landstuhl Regional Medical Center, Gorgas Avenue, 66849, Gorgas Avenue, Landstuhl, Rheinland-Pfalz, Deutschland","(49.4042184, 7.5602942, 0.0)",49.4042184,7.5602942,0.0
110003,MAYO CLINIC HEALTH SYSTEM IN WAYCROSS,"1900 TEBEAU STREET WAYCROSS,GA 31501",,,,,
110005,NORTHSIDE HOSPITAL FORSYTH,"1200 NORTHSIDE FORSYTH DRIVE CUMMING,GA 30041","Northside Forsyth Drive, 30041, Georgia, United States","(34.1783996, -84.1365666, 0.0)",34.1783996,-84.1365666,0.0
110006,ST MARY'S HOSPITAL,"1230 BAXTER STREET ATHENS,GA 30606","St Mary's Hospital, Praed Mews, W2 1QY, Praed Mews, England, United Kingdom","(51.51746915, -0.17431785300046812, 0.0)",51.51746915,-0.17431785300046812,0.0
110007,PHOEBE PUTNEY MEMORIAL HOSPITAL,"417 THIRD AVENUE ALBANY,GA 31703",,,,,
110008,NORTHSIDE HOSPITAL CHEROKEE,"450 NORTHSIDE CHEROKEE BOULEVARD CANTON,GA 30115","Northside Hospital-Cherokee Heliport, Hospital Road, 30114-2743, Hospital Road, Canton, GA, United States","(34.24676855, -84.49119025512405, 0.0)",34.24676855,-84.49119025512405,0.0
110010,EMORY UNIVERSITY HOSPITAL,"1364 CLIFTON ROAD, NE ATLANTA,GA 30322","Emory University Hospital Heliport, Asbury Circle, 30322, Asbury Circle, GA, United States","(33.7919274, -84.32268975787352, 0.0)",33.7919274,-84.32268975787352,0.0
110011,TANNER MEDICAL CENTER - CARROLLTON,"705 DIXIE STREET CARROLLTON,GA 30117","Baylor Scott & White Medical Center – Carrollton Heliport, Damsel Catlyn Drive, 75010, Damsel Catlyn Drive, Texas, United States","(33.0286669, -96.88701724640867, 0.0)",33.0286669,-96.88701724640867,0.0
110015,TANNER MEDICAL CENTER VILLA RICA,"601 DALLAS HIGHWAY VILLA RICA,GA 30180","Tanner Medical Center/Villa Rica Heliport, Gate 5 Road, 36250, Gate 5 Road, Alabama, United States","(33.7361984, -85.9241028, 0.0)",33.7361984,-85.9241028,0.0
110016,WELLSTAR WEST GEORGIA MEDICAL CENTER,"1514 VERNON ROAD LAGRANGE,GA 30240","Wellstar Kennestone Hospital, Skybridge, 30090, Skybridge, Marietta, Georgia, United States","(33.96859775, -84.55290502969561, 0.0)",33.96859775,-84.55290502969561,0.0
110018,PIEDMONT NEWTON HOSPITAL,"5126 HOSPITAL DRIVE NE COVINGTON,GA 30014","Piedmont Newton Hospital Heliport, Hospital Drive Northeast, 30015, Hospital Drive Northeast, Covington, Georgia, United States","(33.6018122, -83.84870605, 0.0)",33.6018122,-83.84870605,0.0
110023,ADVENTHEALTH GORDON,"1035 RED BUD ROAD CALHOUN,GA 30701","Gordona, 23020, Comunità montana della Valchiavenna, Lombardia, Italia","(46.2916801, 9.3657433, 0.0)",46.2916801,9.3657433,0.0
